skuId,coverType,seriesNumber,patternName,colorCode,colorName,productLineCode,productLineDescription,introDate,cleaningCode,description,capCode,faceContents,backContents,wearabilityCode,wearabilityDescription,specialtyFabricCode,specialtyFabricDescription,weltPattern,slipCoverProgram,horizRepeat,vertRepeat,leatherDotCode,leatherDotDescription,specialtyLeatherCode,specialtyLeatherDescription,marriedStyles,notes,postageStampSize,dropStatus,issues,sourceSheet,sourceRow
E197286,fabric,E1972,Depiction,86,Indigo,MU,,2023-04-01,WS,"Versatile muti-colored texture that works with any lifestyle category. The heavy texture looks are coming more and more prevalent at retail. Great for recliners/chairs and very dramatic applied on sofas, stationary or motion. It test out very durable for family room settings.",DR,100% Polyester,,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,128
E200014,fabric,E2000,Liazze,14,Copper,MU,,2023-10-01,WS,"With a refined 3/16” wale, this sartorial performance corduroy is woven with blended yarns to create a soft chenille pile.  Richly colored and featured up the roll Liazze will add a nostalgic twist to any interior.",UR,"53% Polyester, 41% Acrylic, 6% Rayon",,P,Performance,,,,,0,0.5,,,,,,,,,,MASTER FABRICS,129
E200029,fabric,E2000,Liazze,29,Emerald,MU,,2023-10-01,WS,"With a refined 3/16” wale, this sartorial performance corduroy is woven with blended yarns to create a soft chenille pile.  Richly colored and featured up the roll Liazze will add a nostalgic twist to any interior.",UR,"53% Polyester, 41% Acrylic, 6% Rayon",,P,Performance,,,,,0,0.5,,,,,,,,,,MASTER FABRICS,129
E200035,fabric,E2000,Liazze,35,Ivory,MU,,2023-10-01,WS,"With a refined 3/16” wale, this sartorial performance corduroy is woven with blended yarns to create a soft chenille pile.  Richly colored and featured up the roll Liazze will add a nostalgic twist to any interior.",UR,"53% Polyester, 41% Acrylic, 6% Rayon",,P,Performance,,,,,0,0.5,,,,,,,,,,MASTER FABRICS,129
E200079,fabric,E2000,Liazze,79,Mink,MU,,2023-10-01,WS,"With a refined 3/16” wale, this sartorial performance corduroy is woven with blended yarns to create a soft chenille pile.  Richly colored and featured up the roll Liazze will add a nostalgic twist to any interior.",UR,"53% Polyester, 41% Acrylic, 6% Rayon",,P,Performance,,,,,0,0.5,,,,,,,,,,MASTER FABRICS,129
E201452,fabric,E2014,Tira,52,Seashell,MU,,2024-04-01,W,"Tira is an exquisitely textured graphic accent pattern, intricately woven with space-dye yarns that gracefully blend in and out of the background of the design. Available in three colors of Bark, Dark Teal and Seashell, Tira will provide dimension and hints of color to any room design.",PS,100% Polyester,,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,130
E201478,fabric,E2014,Tira,78,Bark,MU,,2024-04-01,W,"Tira is an exquisitely textured graphic accent pattern, intricately woven with space-dye yarns that gracefully blend in and out of the background of the design. Available in three colors of Bark, Dark Teal and Seashell, Tira will provide dimension and hints of color to any room design.",PS,100% Polyester,,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,130
E201498,fabric,E2014,Tira,98,Dark Teal,MU,,2024-04-01,W,"Tira is an exquisitely textured graphic accent pattern, intricately woven with space-dye yarns that gracefully blend in and out of the background of the design. Available in three colors of Bark, Dark Teal and Seashell, Tira will provide dimension and hints of color to any room design.",PS,100% Polyester,,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,130
E203659,fabric,E2036,Omni,59,Slate,MU,,2024-10-01,W,"Omni is a new generation of fully faced PU.  It was designed to emulate genuine leather with a low sheen and subtle sauvage effect.  The textile pairs a soft, spongy-like hand with excellent performance and durability.",UE,100% Polyurethane,,P,Performance,,,,,0,0,,,,,,,,,,MASTER FABRICS,131
E203661,fabric,E2036,Omni,61,Taupe,MU,,2024-10-01,W,"Omni is a new generation of fully faced PU.  It was designed to emulate genuine leather with a low sheen and subtle sauvage effect.  The textile pairs a soft, spongy-like hand with excellent performance and durability.",UE,100% Polyurethane,,P,Performance,,,,,0,0,,,,,,,,,,MASTER FABRICS,131
E203675,fabric,E2036,Omni,75,Cashew,MU,,2024-10-01,W,"Omni is a new generation of fully faced PU.  It was designed to emulate genuine leather with a low sheen and subtle sauvage effect.  The textile pairs a soft, spongy-like hand with excellent performance and durability.",UE,100% Polyurethane,,P,Performance,,,,,0,0,,,,,,,,,,MASTER FABRICS,131
E203678,fabric,E2036,Omni,78,Otter,MU,,2024-10-01,W,"Omni is a new generation of fully faced PU.  It was designed to emulate genuine leather with a low sheen and subtle sauvage effect.  The textile pairs a soft, spongy-like hand with excellent performance and durability.",UE,100% Polyurethane,,P,Performance,,,,,0,0,,,,,,,,,,MASTER FABRICS,131
E203680,fabric,E2036,Omni,80,Mist,MU,,2024-10-01,W,"Omni is a new generation of fully faced PU.  It was designed to emulate genuine leather with a low sheen and subtle sauvage effect.  The textile pairs a soft, spongy-like hand with excellent performance and durability.",UE,100% Polyurethane,,P,Performance,,,,,0,0,,,,,,,,,,MASTER FABRICS,131
E204023,fabric,E2040,i-Gellar,23,Moss,MU,,2024-10-01,W,"i-Gellar is an exceptional woven texture, accented by a unique novelty yarn. This yarn's matte finish and subtle tonal variations create a natural and organic body cloth paired with the cleanability of iClean.",DR,100% Polyester,,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,132
E204031,fabric,E2040,i-Gellar,31,Cotton,MU,,2024-10-01,W,"i-Gellar is an exceptional woven texture, accented by a unique novelty yarn. This yarn's matte finish and subtle tonal variations create a natural and organic body cloth paired with the cleanability of iClean.",DR,100% Polyester,,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,132
E204052,fabric,E2040,i-Gellar,52,Granite,MU,,2024-10-01,W,"i-Gellar is an exceptional woven texture, accented by a unique novelty yarn. This yarn's matte finish and subtle tonal variations create a natural and organic body cloth paired with the cleanability of iClean.",DR,100% Polyester,,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,132
E204062,fabric,E2040,i-Gellar,62,Marble,MU,,2024-10-01,W,"i-Gellar is an exceptional woven texture, accented by a unique novelty yarn. This yarn's matte finish and subtle tonal variations create a natural and organic body cloth paired with the cleanability of iClean.",DR,100% Polyester,,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,132
E204078,fabric,E2040,i-Gellar,78,Earth,MU,,2024-10-01,W,"i-Gellar is an exceptional woven texture, accented by a unique novelty yarn. This yarn's matte finish and subtle tonal variations create a natural and organic body cloth paired with the cleanability of iClean.",DR,100% Polyester,,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,132
E204119,fabric,E2041,Lionel,19,Acorn,MU,,2025-04-01,WS,"Featuring a structured weave that  creates a sophisticated texture, the micro chenille weft adds a subtle pile, enhancing the fabric's softness and depth. Its durable construction makes it a versatile choice for both motion and stationary applications.",DR,"93% Polyester, 7% Rayon",,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,133
E204129,fabric,E2041,Lionel,29,Cypress,MU,,2025-04-01,WS,"Featuring a structured weave that  creates a sophisticated texture, the micro chenille weft adds a subtle pile, enhancing the fabric's softness and depth. Its durable construction makes it a versatile choice for both motion and stationary applications.",DR,"93% Polyester, 7% Rayon",,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,133
E204132,fabric,E2041,Lionel,32,Peyote,MU,,2025-04-01,WS,"Featuring a structured weave that  creates a sophisticated texture, the micro chenille weft adds a subtle pile, enhancing the fabric's softness and depth. Its durable construction makes it a versatile choice for both motion and stationary applications.",DR,"93% Polyester, 7% Rayon",,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,133
E204154,fabric,E2041,Lionel,54,Pebble,MU,,2025-04-01,WS,"Featuring a structured weave that  creates a sophisticated texture, the micro chenille weft adds a subtle pile, enhancing the fabric's softness and depth. Its durable construction makes it a versatile choice for both motion and stationary applications.",DR,"93% Polyester, 7% Rayon",,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,133
E204169,fabric,E2041,Lionel,69,Smoke,MU,,2025-04-01,WS,"Featuring a structured weave that  creates a sophisticated texture, the micro chenille weft adds a subtle pile, enhancing the fabric's softness and depth. Its durable construction makes it a versatile choice for both motion and stationary applications.",DR,"93% Polyester, 7% Rayon",,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,133
E204184,fabric,E2041,Lionel,84,Slate,MU,,2025-04-01,WS,"Featuring a structured weave that  creates a sophisticated texture, the micro chenille weft adds a subtle pile, enhancing the fabric's softness and depth. Its durable construction makes it a versatile choice for both motion and stationary applications.",DR,"93% Polyester, 7% Rayon",,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,133
E204554,fabric,E2045,Diary,54,Smoke,MU,,2024-10-01,W,"Diary is a woven accent made with slub and boucle yarns. This pattern works like a plaid, but the subtlety of the colors allow for it’s use as a plain.  Diary effortlessly complements various interior aesthetics, whether it's a modern clean look or masculine vibe or vintage nostalgia.",PS,100% Polyester,,N,Normal,,,,,"7.09""","7.48""",,,,,,,,,,MASTER FABRICS,134
E204559,fabric,E2045,Diary,59,Onyx,MU,,2024-10-01,W,"Diary is a woven accent made with slub and boucle yarns. This pattern works like a plaid, but the subtlety of the colors allow for it’s use as a plain.  Diary effortlessly complements various interior aesthetics, whether it's a modern clean look or masculine vibe or vintage nostalgia.",PS,100% Polyester,,N,Normal,,,,,"7.09""","7.48""",,,,,,,,,,MASTER FABRICS,134
E204586,fabric,E2045,Diary,86,Denim,MU,,2024-10-01,W,"Diary is a woven accent made with slub and boucle yarns. This pattern works like a plaid, but the subtlety of the colors allow for it’s use as a plain.  Diary effortlessly complements various interior aesthetics, whether it's a modern clean look or masculine vibe or vintage nostalgia.",PS,100% Polyester,,N,Normal,,,,,"7.09""","7.48""",,,,,,,,,,MASTER FABRICS,134
E205220,fabric,E2052,Manorwood,20,Herb,MU,,2024-10-01,W,"Manorwood is a woven texture plain with chenille and blended fiber content novelty yarns. This woven sisal-look is calendar finished to create its smooth, soft, and unique surface effect.",DR,"60% Polyester, 30% Rayon, 10% Linen",,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,135
E205264,fabric,E2052,Manorwood,64,Mushroom,MU,,2024-10-01,W,"Manorwood is a woven texture plain with chenille and blended fiber content novelty yarns. This woven sisal-look is calendar finished to create its smooth, soft, and unique surface effect.",DR,"60% Polyester, 30% Rayon, 10% Linen",,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,135
E205284,fabric,E2052,Manorwood,84,Harbor,MU,,2024-10-01,W,"Manorwood is a woven texture plain with chenille and blended fiber content novelty yarns. This woven sisal-look is calendar finished to create its smooth, soft, and unique surface effect.",DR,"60% Polyester, 30% Rayon, 10% Linen",,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,135
E205832,fabric,E2058,Vanya,32,Natural,MU,,2024-10-01,WS,"A double cloth, Vanya, is a highly textured neutral leopard skin design with a unique hand-woven appearance. The cotton-like warp and chenille and boucle weft yarns are manipulated with various weave effects to produce areas of high and low dimension that give the fabric a sculptural appearance.",DR,100% Polyester,,N,Normal,,,,,"14.25""","28.25""",,,,,,,,,,MASTER FABRICS,136
F157473,fabric,F1574,i-Colantino,73,Antique,MU,,2018-04-01,W,"Neo Geo is a transitional/contemporary geometric jacquard design with different textures and blends of colors in each sku that address the color trends of today‘s world.  The pattern design is offset, so that when upholstered the pattern does not appear “striped”.",VS,"69% Polyester, 14% Acrylic, 10% Linen, 5% Cotton, 2% Acrylic",,P,Performance,I,iClean,,,0,4.53,,,,,,,,,,MASTER FABRICS,137
F157487,fabric,F1574,i-Colantino,87,Marble,MU,,2018-04-01,W,"Neo Geo is a transitional/contemporary geometric jacquard design with different textures and blends of colors in each sku that address the color trends of today‘s world.  The pattern design is offset, so that when upholstered the pattern does not appear “striped”.",VS,"69% Polyester, 14% Acrylic, 10% Linen, 5% Cotton, 2% Acrylic",,P,Performance,I,iClean,,,0,4.53,,,,,,,,,,MASTER FABRICS,137
F157494,fabric,F1574,i-Colantino,94,Spa,MU,,2018-04-01,W,"Neo Geo is a transitional/contemporary geometric jacquard design with different textures and blends of colors in each sku that address the color trends of today‘s world.  The pattern design is offset, so that when upholstered the pattern does not appear “striped”.",VS,"69% Polyester, 14% Acrylic, 10% Linen, 5% Cotton, 2% Acrylic",,P,Performance,I,iClean,,,0,4.53,,,,,,,,,,MASTER FABRICS,137
F168086,fabric,F1680,Leuven,86,Bluestone,MU,,2019-04-01,WS,,DR,"88% Polyester, 12% Acrylic",,M,Medium,,,,,14.56,14.56,,,,,,,,,,MASTER FABRICS,138
F171608,fabric,F1716,Joey,08,Burgundy,MU,,2019-10-01,S,,DR,100% Polyester,,P,Performance,,,,,28.74,14.17,,,,,,,,,,MASTER FABRICS,139
F171677,fabric,F1716,Joey,77,Brownstone,MU,,2019-10-01,S,,DR,100% Polyester,,P,Performance,,,,,28.74,14.17,,,,,,,,,,MASTER FABRICS,139
F171692,fabric,F1716,Joey,92,Spa,MU,,2019-10-01,S,,DR,100% Polyester,,P,Performance,,,,,28.74,14.17,,,,,,,,,,MASTER FABRICS,139
G166464,fabric,G1664,i-Barber,64,Sandstone,MU,,2019-04-01,W,,NP,"71% Polyester, 13% Acrylic,  8% Linen, 6% Cotton, 2% Rayon",,N,Normal,I,iClean,,,0,3.94,,,,,,,,,,MASTER FABRICS,140
G169673,fabric,G1696,i-Shady Side,73,Heather,MU,,2019-10-01,W,,DR,"69% Polyester, 31% Recycled Polyester",,N,Normal,"I, C","iClean, Conserve",,,14.49,14.25,,,,,,,,,,MASTER FABRICS,141
G169692,fabric,G1696,i-Shady Side,92,Willow,MU,,2019-10-01,W,,DR,"69% Polyester, 31% Recycled Polyester",,N,Normal,"I, C","iClean, Conserve",,,14.49,14.25,,,,,,,,,,MASTER FABRICS,141
G171517,fabric,G1715,i-Lockhart,17,Brick,MU,,2019-10-01,W,,VS,"74% Polyester, 12% Acrylic,  6% Cotton, 4% Rayon, 2% Linen, 2% Nylon",,N,Normal,I,iClean,,,0,2.28,,,,,,,,,,MASTER FABRICS,142
G171534,fabric,G1715,i-Lockhart,34,Stone,MU,,2019-10-01,W,,VS,"74% Polyester, 12% Acrylic,  6% Cotton, 4% Rayon, 2% Linen, 2% Nylon",,N,Normal,I,iClean,,,0,2.28,,,,,,,,,,MASTER FABRICS,142
G171554,fabric,G1715,i-Lockhart,54,Dove,MU,,2019-10-01,W,,VS,"74% Polyester, 12% Acrylic,  6% Cotton, 4% Rayon, 2% Linen, 2% Nylon",,N,Normal,I,iClean,,,0,2.28,,,,,,,,,,MASTER FABRICS,142
G177363,fabric,G1773,Skyscraper,63,Champagne,MU,,2020-04-01,WS,"“City Vibe Inspired”, this five-layered jacquard woven fabric is an impressive and fun contemporary composition, featuring painterly cascades of brushstrokes designed with colorful yarn weave effects. Skyscraper is 100% polyester.",DR,100% Polyester,,N,Normal,,,,,14.2,9.88,,,,,,,,,,MASTER FABRICS,143
G177365,fabric,G1773,Skyscraper,65,Straw,MU,,2020-04-01,WS,"“City Vibe Inspired”, this five-layered jacquard woven fabric is an impressive and fun contemporary composition, featuring painterly cascades of brushstrokes designed with colorful yarn weave effects. Skyscraper is 100% polyester.",DR,100% Polyester,,N,Normal,,,,,14.2,9.88,,,,,,,,,,MASTER FABRICS,143
G177386,fabric,G1773,Skyscraper,86,Horizon,MU,,2020-04-01,WS,"“City Vibe Inspired”, this five-layered jacquard woven fabric is an impressive and fun contemporary composition, featuring painterly cascades of brushstrokes designed with colorful yarn weave effects. Skyscraper is 100% polyester.",DR,100% Polyester,,N,Normal,,,,,14.2,9.88,,,,,,,,,,MASTER FABRICS,143
H157158,fabric,H1571,i-Savane,58,Ebony,MU,,2018-04-01,W,"This woven jacquard design has variations of rich yarn dyed colors, intentionally imperfect shapes and subtle detail of slub yarns that are brought together in this artisan style, ethnic patchwork. A stria box motion in the ground blends with textured weaves to enhance distressed graphics, adding dimension. i-Banyu is made with both virgin and recycled polyester that makes it a sustainable Conserve, i-Clean fabric.",PS,"65% Polyester, 20% Acrylic, 15% Linen",,M,Medium,I,iClean,,,3.07,3.11,,,,,,,,,,MASTER FABRICS,144
H157257,fabric,H1572,i-Adril,57,Charcoal,MU,,2018-04-01,W,,DR,"84% Polyester, 9% Acrylic, 7% Linen",,P,Performance,I,iClean,,,14.45,9.84,,,,,,,,,,MASTER FABRICS,145
H157286,fabric,H1572,i-Adril,86,Indigo,MU,,2018-04-01,W,,DR,"84% Polyester, 9% Acrylic, 7% Linen",,P,Performance,I,iClean,,,14.45,9.84,,,,,,,,,,MASTER FABRICS,145
H157292,fabric,H1572,i-Adril,92,Mystic,MU,,2018-04-01,W,,DR,"84% Polyester, 9% Acrylic, 7% Linen",,P,Performance,I,iClean,,,14.45,9.84,,,,,,,,,,MASTER FABRICS,145
J170844,fabric,J1708,Wisteria,44,Harvest,MU,,2019-10-01,WS,,DR,100% Polyester,,P,Performance,,,,,28.62,28,,,,,,,,,,MASTER FABRICS,146
J170865,fabric,J1708,Wisteria,65,Winter,MU,,2019-10-01,WS,,DR,100% Polyester,,P,Performance,,,,,28.62,28,,,,,,,,,,MASTER FABRICS,146
J175632,fabric,J1756,Wyoming,32,Porcelain,MU,,2020-04-01,WS,Wyoming is a classic medallion Kilim rug motif. The designer construction is created using four layers of complicated weave combinations of chenille and novelty weft yarns. The fabric is woven on a Jacquard warp.  The vintage essence of the design is the “aged-worn” quality of the overall visual of the composition.,PS,100% Polyester,,P,Performance,,,,,28.35,13.5,,,,,,,,,,MASTER FABRICS,147
J181985,fabric,J1819,Fringe,85,Cobalt,MU,,2021-04-01,S,"Fringe is an updated open floral, which gives any room a classic feel without the formailty.",DR,100% Polyester,,N,Normal,,,,,28,27.95,,,,,,,,,,MASTER FABRICS,148
J181992,fabric,J1819,Fringe,92,Powder,MU,,2021-04-01,S,"Fringe is an updated open floral, which gives any room a classic feel without the formailty.",DR,100% Polyester,,N,Normal,,,,,28,27.95,,,,,,,,,,MASTER FABRICS,148
J182118,fabric,J1821,Houston,18,Spice,MU,,2021-04-01,WS,,DP,100% Polyester,,P,Performance,,,,,28.3,13.4,,,,,,,,,,MASTER FABRICS,149
J182146,fabric,J1821,Houston,46,Copper,MU,,2021-04-01,WS,,DP,100% Polyester,,P,Performance,,,,,28.3,13.4,,,,,,,,,,MASTER FABRICS,149
J182185,fabric,J1821,Houston,85,Denim,MU,,2021-04-01,WS,,DP,100% Polyester,,P,Performance,,,,,28.3,13.4,,,,,,,,,,MASTER FABRICS,149
J187954,fabric,J1879,Yancy,54,Ash,MU,,2022-04-01,W,,PS,100% Polyester,,N,Normal,,,,,4.3,4.4,,,,,,,,,,MASTER FABRICS,150
J187958,fabric,J1879,Yancy,58,Granite,MU,,2022-04-01,W,,PS,100% Polyester,,N,Normal,,,,,4.3,4.4,,,,,,,,,,MASTER FABRICS,150
J187973,fabric,J1879,Yancy,73,Pebble,MU,,2022-04-01,W,,PS,100% Polyester,,N,Normal,,,,,4.3,4.4,,,,,,,,,,MASTER FABRICS,150
J192123,fabric,J1921,Bala,23,Earth,MU,,2022-10-01,S,,UR,"36% Polyester, 26% Cotton, 22% Rayon, 16% Linen",,N,Normal,,,,,13.5,25.25,,,,,,,,,,MASTER FABRICS,151
J192127,fabric,J1921,Bala,27,Forest,MU,,2022-10-01,S,,UR,"36% Polyester, 26% Cotton, 22% Rayon, 16% Linen",,N,Normal,,,,,13.5,25.25,,,,,,,,,,MASTER FABRICS,151
J192324,fabric,J1923,Ellibee,24,Eucalyptus,MU,,2022-10-01,S,,PS,"92% Polyester, 8% Rayon",,N,Normal,,,,,7.28,7.4,,,,,,,,,,MASTER FABRICS,152
J192344,fabric,J1923,Ellibee,44,Honey,MU,,2022-10-01,S,,PS,"92% Polyester, 8% Rayon",,N,Normal,,,,,7.28,7.4,,,,,,,,,,MASTER FABRICS,152
J192374,fabric,J1923,Ellibee,74,Sand,MU,,2022-10-01,S,,PS,"92% Polyester, 8% Rayon",,N,Normal,,,,,7.28,7.4,,,,,,,,,,MASTER FABRICS,152
J192386,fabric,J1923,Ellibee,86,Rainstorm,MU,,2022-10-01,S,,PS,"92% Polyester, 8% Rayon",,N,Normal,,,,,7.28,7.4,,,,,,,,,,MASTER FABRICS,152
J192558,fabric,J1925,Lakota,58,Granite,MU,,2023-04-01,W,"Lakota is a woven chenille jacquard that can best be described as a very loose modern interpretation of a frame. The pattern has no hard edges which gives it the feeling of an ikat print. Very global inspired in today’s modern world.
Classical colors of Indigo, Linen and Granite is offered in this alluring pattern. Lakota is made of 100% polyester.",PS,100% Polyester,,N,Normal,,,,,15.75,15.75,,,,,,,,,,MASTER FABRICS,153
J192587,fabric,J1925,Lakota,87,Indigo,MU,,2023-04-01,W,"Lakota is a woven chenille jacquard that can best be described as a very loose modern interpretation of a frame. The pattern has no hard edges which gives it the feeling of an ikat print. Very global inspired in today’s modern world.
Classical colors of Indigo, Linen and Granite is offered in this alluring pattern. Lakota is made of 100% polyester.",PS,100% Polyester,,N,Normal,,,,,15.75,15.75,,,,,,,,,,MASTER FABRICS,153
J195992,fabric,J1959,Jennifer,92,Mist,MU,,2023-04-01,WS,,PS,"93% Polyester,  7% Linen",,N,Normal,,,,,9.1,9.1,,,,,,,,,,MASTER FABRICS,154
J197417,fabric,J1974,Parker,17,Nutmeg,MU,,2023-04-01,WS,An old world vintage rug motif with a rustic farmhouse charm. Designed with layers of complicated weave combinations including novelty yarns and a soft touch of a heather chenille. The Jacquard print warp peeking through enhances the vintage “aged-worn” quality of the fabric. A handsome decorative pillow and chair accent for the family to enjoy for many years. A highly durable performance fabric created with 100% polyester yarns exceeds standard industry testing.,DR,100% Polyester,,N,Normal,,,,,28.15,28.15,,,,,,,,,,MASTER FABRICS,155
J197492,fabric,J1974,Parker,92,Coastal,MU,,2023-04-01,WS,An old world vintage rug motif with a rustic farmhouse charm. Designed with layers of complicated weave combinations including novelty yarns and a soft touch of a heather chenille. The Jacquard print warp peeking through enhances the vintage “aged-worn” quality of the fabric. A handsome decorative pillow and chair accent for the family to enjoy for many years. A highly durable performance fabric created with 100% polyester yarns exceeds standard industry testing.,DR,100% Polyester,,N,Normal,,,,,28.15,28.15,,,,,,,,,,MASTER FABRICS,155
J197496,fabric,J1974,Parker,96,Lakeside,MU,,2023-04-01,WS,An old world vintage rug motif with a rustic farmhouse charm. Designed with layers of complicated weave combinations including novelty yarns and a soft touch of a heather chenille. The Jacquard print warp peeking through enhances the vintage “aged-worn” quality of the fabric. A handsome decorative pillow and chair accent for the family to enjoy for many years. A highly durable performance fabric created with 100% polyester yarns exceeds standard industry testing.,DR,100% Polyester,,N,Normal,,,,,28.15,28.15,,,,,,,,,,MASTER FABRICS,155
J198654,fabric,J1986,i-Jace,54,Seal,MU,,2023-10-01,WS,A globally inspired decorative textile with multi-layered texture.  This iClean™ and performance jacquard is woven of luxurious yarn dyed chenille and soft curly boucle.,UR,86% Polyester; 14% Acrylic,,P,Performance,I,iClean,,,9.33,12.68,,,,,,,,,,MASTER FABRICS,156
J198672,fabric,J1986,i-Jace,72,Hemp,MU,,2023-10-01,WS,A globally inspired decorative textile with multi-layered texture.  This iClean™ and performance jacquard is woven of luxurious yarn dyed chenille and soft curly boucle.,UR,86% Polyester; 14% Acrylic,,P,Performance,I,iClean,,,9.33,12.68,,,,,,,,,,MASTER FABRICS,156
J198677,fabric,J1986,i-Jace,77,Auburn,MU,,2023-10-01,WS,A globally inspired decorative textile with multi-layered texture.  This iClean™ and performance jacquard is woven of luxurious yarn dyed chenille and soft curly boucle.,UR,86% Polyester; 14% Acrylic,,P,Performance,I,iClean,,,9.33,12.68,,,,,,,,,,MASTER FABRICS,156
J198931,fabric,J1989,Misero,31,Cream,MU,,2023-10-01,S,"A deco inspired motif with a casual twist, Misero’s relaxed aesthetic is achieved through low pile boucle, chenille details and soft neutral coloring. The sweeping linearity of the pattern is strong and bold, with no fussiness in sight.",DR,100% Polyester,,N,Normal,,,,,14,22,,,,,,,,,,MASTER FABRICS,157
J198985,fabric,J1989,Misero,85,Denim,MU,,2023-10-01,S,"A deco inspired motif with a casual twist, Misero’s relaxed aesthetic is achieved through low pile boucle, chenille details and soft neutral coloring. The sweeping linearity of the pattern is strong and bold, with no fussiness in sight.",DR,100% Polyester,,N,Normal,,,,,14,22,,,,,,,,,,MASTER FABRICS,157
J199029,fabric,J1990,Ajay,29,Pine,MU,,2023-10-01,WS,"A classic windowpane textural plaid, woven with a dense heather chenille.  The novelty yarn-dyed texture is created with an intricate weave of contrasting color.",PS,100% Polyester,,P,Performance,,,,,7.17,7.17,,,,,,,,,,MASTER FABRICS,158
J199070,fabric,J1990,Ajay,70,Barley,MU,,2023-10-01,WS,"A classic windowpane textural plaid, woven with a dense heather chenille.  The novelty yarn-dyed texture is created with an intricate weave of contrasting color.",PS,100% Polyester,,P,Performance,,,,,7.17,7.17,,,,,,,,,,MASTER FABRICS,158
J199078,fabric,J1990,Ajay,78,Java,MU,,2023-10-01,WS,"A classic windowpane textural plaid, woven with a dense heather chenille.  The novelty yarn-dyed texture is created with an intricate weave of contrasting color.",PS,100% Polyester,,P,Performance,,,,,7.17,7.17,,,,,,,,,,MASTER FABRICS,158
J199087,fabric,J1990,Ajay,87,Indigo,MU,,2023-10-01,WS,"A classic windowpane textural plaid, woven with a dense heather chenille.  The novelty yarn-dyed texture is created with an intricate weave of contrasting color.",PS,100% Polyester,,P,Performance,,,,,7.17,7.17,,,,,,,,,,MASTER FABRICS,158
J199519,fabric,J1995,Marlin,19,Persimmon,MU,,2023-10-01,W*B,"A variegated stripe with an organically drawn aesthetic.  Marlin is designed to work with any style interior, adding hints of color and will tie feature correlates and base cloths together seamlessly.",NP,100% Olefin,,M,Medium,W*B,Bleach Cleanable,,,13.563,11.25,,,,,,,,,,MASTER FABRICS,159
J199574,fabric,J1995,Marlin,74,Bark,MU,,2023-10-01,W*B,"A variegated stripe with an organically drawn aesthetic.  Marlin is designed to work with any style interior, adding hints of color and will tie feature correlates and base cloths together seamlessly.",NP,100% Olefin,,M,Medium,W*B,Bleach Cleanable,,,13.563,11.25,,,,,,,,,,MASTER FABRICS,159
J199585,fabric,J1995,Marlin,85,Riviera,MU,,2023-10-01,W*B,"A variegated stripe with an organically drawn aesthetic.  Marlin is designed to work with any style interior, adding hints of color and will tie feature correlates and base cloths together seamlessly.",NP,100% Olefin,,M,Medium,W*B,Bleach Cleanable,,,13.563,11.25,,,,,,,,,,MASTER FABRICS,159
J201525,fabric,J2015,Cypher,25,Moss,MU,,2024-04-01,W*B,"Cypher is a single-layer, diamond motif, created on a tonal, multi-colored warp and complimented with a tonal, multi-colored boucle fill yarn. The tight weaves work to outline the flow of the diamond.  It's scale and simplicity allow it to combine easily with other patterns and base cloths as well as transcend design styles.",DR,"66% Olefin, 34% Polyester",,N,Normal,W*B,Bleach Cleanable,,,1.125,1.063,,,,,,,,,,MASTER FABRICS,160
J201548,fabric,J2015,Cypher,48,Golden,MU,,2024-04-01,W*B,"Cypher is a single-layer, diamond motif, created on a tonal, multi-colored warp and complimented with a tonal, multi-colored boucle fill yarn. The tight weaves work to outline the flow of the diamond.  It's scale and simplicity allow it to combine easily with other patterns and base cloths as well as transcend design styles.",DR,"66% Olefin, 34% Polyester",,N,Normal,W*B,Bleach Cleanable,,,1.125,1.063,,,,,,,,,,MASTER FABRICS,160
J201555,fabric,J2015,Cypher,55,Charcoal,MU,,2024-04-01,W*B,"Cypher is a single-layer, diamond motif, created on a tonal, multi-colored warp and complimented with a tonal, multi-colored boucle fill yarn. The tight weaves work to outline the flow of the diamond.  It's scale and simplicity allow it to combine easily with other patterns and base cloths as well as transcend design styles.",DR,"66% Olefin, 34% Polyester",,N,Normal,W*B,Bleach Cleanable,,,1.125,1.063,,,,,,,,,,MASTER FABRICS,160
